2017-01-01;32464;32464;;
2017-02-01;20249;20249;;
2017-03-01;23540;23540;;
2017-04-01;22694;22694;;
2017-05-01;37596;37596;;
2017-06-01;44361;44361;;
2017-07-01;35424;35424;;
2017-08-01;45730;45730;;
2017-09-01;19728;19728;;
2017-10-01;27472;27472;;
2017-11-01;34241;34241;;
2017-12-01;54131;54131;;
2018-01-01;28699;28699;;
2018-02-01;25633;25633;;
2018-03-01;23930;23930;;
2018-04-01;26444;26444;;
2018-05-01;25148;25148;;
2018-06-01;34849;34849;;
2018-07-01;43513;43513;;
2018-08-01;43830;43830;;
2018-09-01;21320;21320;;
2018-10-01;20776;20776;;
2018-11-01;26991;26991;;
2018-12-01;33230;33230;;
2019-01-01;25379;25379;;
2019-02-01;20154;20154;;
2019-03-01;26960;26960;;
2019-04-01;25382;25382;;
2019-05-01;30257;30257;;
2019-06-01;30848;30848;;
2019-07-01;45159;45159;;
2019-08-01;39144;39144;;
2019-09-01;29526;29526;;
2019-10-01;27883;27883;;
2019-11-01;43307;43307;;
2019-12-01;48278;48278;48278;
2020-01-01;38531;;29559.6627642334;
2020-02-01;27383;;22927.4552932408;
2020-03-01;54373;;25677.861557459;
2020-04-01;73322;;24741.5455581846;
2020-05-01;94158;;29675.5154582003;
2020-06-01;97519;;36253.1506091784;
2020-07-01;45193;;40942.0210376262;
2020-08-01;48260;;42254.4423877272;
2020-09-01;38007;;31558.4000315022;
2020-10-01;24303;;28180.2509465487;
2020-11-01;39059;;37309.0166337837;
2020-12-01;40841;;52048.2703249196;40841
2021-01-01;;;34978.5139234416;33407.838282992
2021-02-01;;;28346.3064524491;21176.0692792925
2021-03-01;;;31096.7127166673;24717.7536202233
2021-04-01;;;30160.3967173928;24438.7892329019
2021-05-01;;;35094.3666174086;37708.8911258065
2021-06-01;;;41672.0017683867;45120.3614829829
2021-07-01;;;46360.8721968345;34454.2989203977
2021-08-01;;;47673.2935469355;38746.9132175371
2021-09-01;;;36977.2511907105;33872.5573228825
2021-10-01;;;33599.102105757;30370.6037522529
2021-11-01;;;42727.867792992;38333.5122479824
2021-12-01;;;57467.1214841279;56620.8809443413
